booking_id,passenger_id,flight_id,booking_date,status,passport_number,seat_number,emergency_contact_name,emergency_contact_phone,status_is_invalid
B1189,P1675,AI019,2025-11-23 11:37:36.951,CONFIRMED,4e7c873a10839135,14F,2b5f45e36aedcbc3,+91-9470XXXX56,False
B1190,P1067,6F029,2025-05-23 11:37:36.951,PENDING,22d9fc932e40a8de,12B,19fb82a9f075abef,+91-8615XXXX23,False
B1191,P1291,6F018,2025-04-27 11:37:36.951,CONFIRMED,bff550966fd6d5a2,25B,809c13cb3ff4358e,+91-6449XXXX58,False
B1192,P1691,AI059,2025-06-23 11:37:36.951,CANCELLED,a161446fb12cfa87,7D,aa5afaf7c3003066,+91-6689XXXX24,False
B1193,P1180,AI159,2025-05-22 11:37:36.951,PENDING,af81d6136acb362c,13D,3253b5a9c57d15a2,+91-7706XXXX78,False
B1194,P1465,6F091,2025-07-11 11:37:36.951,CONFIRMED,5a1bc4fcc168b060,14F,581094bae20c4f51,+91-9283XXXX26,False
B1195,P1433,6F084,2025-07-20 11:37:36.951,CANCELLED,053a24c02a6daca6,10B,ada42ba6f6d3b051,+91-7449XXXX66,False
B1196,P1463,UK170,2026-01-15 11:37:36.951,CANCELLED,114b138c989a7150,20C,5cbaa58c7e8d1190,+91-9231XXXX96,False
B1197,P1680,UK212,2025-05-19 11:37:36.951,CONFIRMED,e26e5e1db89be967,2E,66f15c9e4c84a407,+91-8380XXXX38,False
B1198,P1913,SJ022,2025-06-16 11:37:36.951,INVALID,3b75bdc0ee7020aa,29A,804daee83bc55099,+91-7713XXXX83,True
B1199,P1533,SJ075,2025-12-13 11:37:36.951,PENDING,6799cbfe4a597f0a,30E,65aa1baca353fc56,+91-9871XXXX32,False
B1200,P1065,UK177,2025-09-17 11:37:36.951,CONFIRMED,4bc12f84c4661035,16B,8767414bda47b2cb,+91-7130XXXX21,False
B1201,P1020,UK206,2026-02-01 11:37:36.951,CANCELLED,9d6bd3aa3248c937,3A,d97c119ac29d9648,+91-8917XXXX55,False
B1202,P1611,UK079,2025-04-29 11:37:36.951,CANCELLED,dc943e9daa9f61bb,29C,f289790ee1f8a9a2,+91-7844XXXX63,False
B1203,P1383,UK040,2025-06-21 11:37:36.951,CONFIRMED,d79bf0140503cf10,3B,319857b3afef017e,+91-6398XXXX09,False
B1204,P1811,AI034,2025-07-25 11:37:36.951,CONFIRMED,83d952848018a19a,30A,d9d611a51a913009,+91-8996XXXX75,False
B1205,P1614,UK034,2025-10-18 11:37:36.951,CONFIRMED,6ee79389ab3239c0,23F,7abecb57fc1344f6,+91-6199XXXX39,False
B1206,P1558,AI088,2025-07-02 11:37:36.951,CONFIRMED,adcf80e16f5b3955,13A,1004e31561cf2dd2,+91-9604XXXX95,False
B1207,P1038,AI128,2025-06-11 11:37:36.951,PENDING,6c8590b7d645daa0,26A,f9fc8a52ae6480f9,+91-7885XXXX15,False
B1208,P1284,SJ052,2025-07-22 11:37:36.951,INVALID,d85407b5d630252c,9A,e165775354f41bc7,+91-6750XXXX58,True
B1209,P1821,AI233,2025-12-15 11:37:36.951,PENDING,9cee7bfe603be11b,3A,a2b4647b96e1377d,+91-6579XXXX64,False
B1210,P1601,AI012,2026-01-20 11:37:36.951,PENDING,614c6cc9305e149d,3C,bd3e6380ad207041,+91-7563XXXX58,False
B1211,P1596,AI084,2025-07-07 11:37:36.951,CONFIRMED,d19afd9329dfc399,34A,23da35200177d6b0,+91-7920XXXX78,False
B1212,P1784,6F126,2025-07-08 11:37:36.951,PENDING,22625cf219caf623,34B,70d770c172de1be4,+91-8109XXXX19,False
B1213,P1335,SJ061,2025-06-16 11:37:36.951,CONFIRMED,851c6416feb03990,2E,891ac9b332e33806,+91-7852XXXX07,False
B1214,P1187,UK194,2025-08-14 11:37:36.951,UNKNOWN,652ca4e0626ab380,23B,1f86fc075379f068,+91-9984XXXX71,False
B1215,P1670,AI135,2025-08-08 11:37:36.951,CANCELLED,e0203d0e61ef6d3d,28C,cee1c906d67d17a5,+91-8679XXXX17,False
B1216,P1242,6F238,2025-12-09 11:37:36.951,CONFIRMED,0471a9f8d25d33e9,10A,30cf6e70cafa362e,+91-7617XXXX29,False
B1217,P1072,6F092,2026-03-19 11:37:36.951,CANCELLED,43a8c0fd76e6f4bb,32C,190a3b4272a37e9a,+91-6278XXXX27,False
B1218,P1478,AI213,2025-11-13 11:37:36.951,PENDING,0ce91bdb80c261bf,2D,780f23520cbfaf13,+91-7239XXXX32,False
B1219,P1973,UK193,2026-02-15 11:37:36.951,CANCELLED,e7a4d18b88d91990,1B,fa856a6a5f371742,+91-8134XXXX64,False
B1220,P1560,6F178,2026-04-04 11:37:36.951,PENDING,58e637ced2ae6c99,29C,d5ce3c8e70c63651,+91-9944XXXX59,False
B1221,P1100,AI158,2026-03-06 11:37:36.951,CONFIRMED,2b8697119786ad57,19D,d96eb5ce2022676b,+91-7364XXXX18,False
B1222,P1513,UK208,2026-03-30 11:37:36.951,PENDING,a570f208be2792d4,8A,00630833512d1436,+91-6925XXXX07,False
B1223,P1755,6F056,2026-04-09 11:37:36.951,UNKNOWN,c9b1e381e5c378f1,15A,df796f9cd8825154,+91-9528XXXX60,False
B1224,P1175,UK185,2025-10-26 11:37:36.951,CONFIRMED,b5a819209cb1c483,1E,d5e24ec2f43b20a5,+91-6972XXXX17,False
B1225,P1237,AI163,2026-01-13 11:37:36.951,PENDING,199018946a364e62,4D,501e51073c8a8c44,+91-6309XXXX29,False
B1226,P1909,AI112,2025-08-23 11:37:36.951,CONFIRMED,d0a581610fd5cd86,15C,03b5a88bd93f3f6a,+91-6151XXXX24,False
B1227,P1058,AI227,2025-10-23 11:37:36.951,CANCELLED,d066289cda42c1b9,12A,68ebdfbba3919940,+91-7126XXXX18,False
B1228,P1864,SJ083,2026-04-17 11:37:36.951,CONFIRMED,ff8a536a4c3b4137,29D,74c6d4ba4b9bcc0f,+91-9740XXXX35,False
B1229,P1098,UK073,2026-02-07 11:37:36.951,CONFIRMED,78cc07b18adc8d8c,13F,66debd892ee4b3e3,+91-7751XXXX27,False
B1230,P1953,6F169,2025-04-29 11:37:36.951,PENDING,876936575e74271b,6C,e8cc5e2fab1dd205,+91-6663XXXX51,False
B1231,P1870,UK154,2026-04-06 11:37:36.951,CANCELLED,98219ccb1c02cf3c,27D,8a0ccb228f92d76d,+91-6433XXXX90,False
B1232,P1953,SJ169,2025-10-06 11:37:36.951,CONFIRMED,80cba47b27d5f5b2,32F,43b752bef3b0335a,+91-9233XXXX52,False
B1233,P1494,6F187,2025-05-13 11:37:36.951,CANCELLED,2b125c824c37a560,5F,ea590a8e0c1f50ff,+91-8716XXXX19,False
B1234,P1946,UK210,2025-11-21 11:37:36.951,CANCELLED,619d8ce7727cd05a,33A,fa0abfe413bf41e1,+91-8794XXXX49,False
B1235,P1979,6F250,2025-12-23 11:37:36.951,PENDING,2b542ffd7b418801,13D,2167e8169511d27f,+91-9835XXXX45,False
B1236,P1513,AI062,2025-07-05 11:37:36.951,CONFIRMED,232044d48050cf30,25A,3a55a93308a8ac3c,+91-7332XXXX32,False
B1237,P1754,AI047,2025-11-16 11:37:36.951,UNKNOWN,09aa7863b25787b7,15B,011cfd04d022d190,+91-8569XXXX42,False
B1238,P1296,SJ186,2025-10-20 11:37:36.951,UNKNOWN,aaa0482d883f190f,8E,98f63a22a410c2d5,+91-9966XXXX48,False
B1239,P1210,AI217,2025-11-17 11:37:36.951,CANCELLED,6cf76081200c4c46,30A,93faf3b2ae86f993,+91-9980XXXX84,False
B1240,P1122,UK100,2025-12-31 11:37:36.951,CONFIRMED,34517b0a3d738714,17A,a785135a3e38c685,+91-6352XXXX06,False
B1241,P1228,UK116,2025-12-16 11:37:36.951,CONFIRMED,a8062da2292db9b6,10A,55073e1ab305633a,+91-6577XXXX68,False
B1242,P1593,6F036,2025-12-01 11:37:36.951,CANCELLED,731f525b53070a79,26C,8e7bd0a5d1b8bced,+91-8674XXXX94,False
B1243,P1655,AI175,2026-01-22 11:37:36.951,CANCELLED,7248d636be83c6a1,29E,785b44fcb681059d,+91-8569XXXX71,False
B1244,P1387,UK051,2025-08-18 11:37:36.951,CONFIRMED,75325da6c636a014,27D,6262a8781f3e51b5,+91-8608XXXX39,False
B1245,P1139,6F201,2026-04-17 11:37:36.951,UNKNOWN,ea24b22446abd1e1,26A,180c6dfae961c061,+91-6269XXXX24,False
B1246,P1540,6F230,2026-04-09 11:37:36.951,CONFIRMED,73771c88f9421536,33B,d9118f9acb612e4f,+91-9879XXXX56,False
B1247,P1390,SJ138,2025-08-13 11:37:36.951,CANCELLED,65bf53fa51a95f89,15F,df44ff62d32e271b,+91-6377XXXX67,False
B1248,P1269,AI246,2026-03-04 11:37:36.951,PENDING,0a60fd095ce96e18,16B,b0bfdd1a5951681a,+91-9405XXXX05,False
B1249,P1758,6F179,2025-06-06 11:37:36.951,CANCELLED,1b68559013443be9,26B,df8d47e38f75b281,+91-8787XXXX94,False
B1250,P1011,6F031,2026-01-28 11:37:36.951,CANCELLED,6098f1b326e7c43d,16F,a18abdef8e39bdcf,+91-8756XXXX72,False
B1251,P1866,UK015,2025-08-30 11:37:36.951,PENDING,253b98958101ee8b,29A,7262848b65b9ed88,+91-7702XXXX00,False
B1252,P1388,UK001,2025-04-21 11:37:36.951,CANCELLED,66822d76bf2b3058,27C,f8536276684e06f4,+91-7100XXXX19,False
B1253,P1336,6F133,2026-02-27 11:37:36.951,CANCELLED,4901d8c198d24250,15E,fe070739c10e1ce6,+91-6568XXXX11,False
B1254,P1505,6F143,2025-07-22 11:37:36.951,CANCELLED,28f640a4d56df80a,5D,3a5d6fa951b44ef4,+91-6769XXXX40,False
B1255,P1105,UK165,2025-09-22 11:37:36.951,CANCELLED,a19700371d98fafa,23F,6c6a55a5c87fdfdd,+91-7981XXXX46,False
B1256,P1031,6F083,2025-08-10 11:37:36.951,CANCELLED,66aaff3f4b09f37d,22B,28b052bbcc70b1c0,+91-7147XXXX72,False
B1257,P1073,AI082,2025-08-19 11:37:36.951,CANCELLED,18b6cfdd8db9ef32,11C,5d3b8ce0805b602c,+91-8905XXXX61,False
B1258,P1170,AI164,2025-10-28 11:37:36.951,CANCELLED,07349135972c9f92,21F,90c7f0f0a21871b5,+91-6307XXXX18,False
B1259,P1848,SJ155,2026-01-19 11:37:36.951,CANCELLED,9d4724d5d914a3e0,31F,58cbc045a277e3be,+91-6929XXXX41,False
B1260,P1068,AI189,2026-01-04 11:37:36.951,CANCELLED,b07de6f94056d42b,1D,b197e4da068223ed,+91-9994XXXX63,False
B1261,P1812,SJ057,2025-12-21 11:37:36.951,CONFIRMED,ac3518d1b8e4a854,34A,58d9456b7247dec6,+91-7450XXXX09,False
B1262,P1361,SJ198,2025-05-07 11:37:36.951,CONFIRMED,14ecac638ab994ac,16F,ded91bdd17250e07,+91-9847XXXX44,False
B1263,P1648,6F122,2026-01-03 11:37:36.951,CANCELLED,8bbc0dcbd3927e8f,6C,b2e9b6f714a199a2,+91-8731XXXX59,False
B1264,P1432,SJ097,2026-04-15 11:37:36.951,CONFIRMED,2e007375057356c1,12A,86ff341f5e20a5cc,+91-9487XXXX79,False
B1265,P1928,UK203,2025-08-06 11:37:36.951,PENDING,3e659ae4ac513251,28F,d5585feb26793fb9,+91-6343XXXX23,False
B1266,P1995,UK093,2026-01-16 11:37:36.951,CONFIRMED,866f8e3d82c765be,27F,ccf5bc91a7c03019,+91-7207XXXX06,False
B1267,P1099,AI205,2025-05-21 11:37:36.951,CANCELLED,3db3d88687fe902b,32A,6a860ee2fcc61fd9,+91-6126XXXX19,False
B1268,P1657,AI102,2026-01-16 11:37:36.951,INVALID,b3324f8e7b91fae8,12A,6968a5a1b06304d1,+91-8504XXXX77,True
B1269,P1008,6F046,2025-09-06 11:37:36.951,CONFIRMED,3341cb4d5a4e9e10,4C,8b67f773f19cc42b,+91-9381XXXX07,False
B1270,P1573,SJ017,2025-06-02 11:37:36.951,UNKNOWN,a5777848f5cb6d73,22E,7b937ff5cce20b92,+91-6713XXXX28,False
B1271,P1696,6F156,2025-10-20 11:37:36.951,PENDING,f6082c22dc340de6,28B,81b5db80823c5163,+91-7939XXXX62,False
B1272,P1028,AI068,2025-07-18 11:37:36.951,PENDING,3cd6db4ff6c9581f,19A,6957ccbf3244014c,+91-6525XXXX11,False
B1273,P1892,AI150,2025-06-05 11:37:36.951,UNKNOWN,758c9317fc2c2bf5,28B,db3a2a377a79928c,+91-7227XXXX75,False
B1274,P1113,UK008,2025-10-15 11:37:36.951,PENDING,8d64905dcdfbd238,20D,7b1841eb47780efa,+91-7920XXXX71,False
B1275,P1461,6F166,2025-07-11 11:37:36.951,PENDING,9c168699905fdbc2,18F,58e8d997f7040f3f,+91-6199XXXX36,False
B1276,P1920,6F177,2025-07-15 11:37:36.951,CONFIRMED,115cc7846422b3e8,1A,34be87a786b39976,+91-9732XXXX40,False
B1277,P1142,AI196,2026-01-19 11:37:36.951,PENDING,f157b27a0fa9432c,12E,bc75259256e104b4,+91-8576XXXX23,False
B1278,P1389,SJ191,2025-08-09 11:37:36.951,CONFIRMED,635ba2546f3d6f62,5B,5b9a027287212f3c,+91-6276XXXX65,False
B1279,P1631,6F019,2025-05-10 11:37:36.951,UNKNOWN,53f403707268ebdf,28C,593e947f726b5f9e,+91-9908XXXX52,False
B1280,P1681,AI226,2026-04-12 11:37:36.951,CONFIRMED,1e49b2cd8de810de,33B,69ae6c94a79e0858,+91-8237XXXX14,False
B1281,P1156,SJ207,2026-01-21 11:37:36.951,CANCELLED,7ddb7c4e78cf0774,4A,ade711dd9a7f7f4d,+91-9373XXXX74,False
B1282,P1334,AI009,2025-12-30 11:37:36.951,CANCELLED,3e1212925f1b9de4,8B,6ff3b8f4cd6e4e98,+91-7265XXXX51,False
B1283,P1860,AI103,2025-05-08 11:37:36.951,INVALID,7a911a8320f8d784,29D,c61a6348f4a93004,+91-7360XXXX08,True
B1284,P1259,SJ127,2026-02-22 11:37:36.951,CANCELLED,13e9df5274b79b08,25F,d37deb360b107003,+91-7980XXXX70,False
B1285,P1081,UK188,2026-03-26 11:37:36.951,CANCELLED,cb8d90f9f540dc27,25B,5d82614900c5a60f,+91-6373XXXX13,False
B1286,P1753,6F010,2025-09-25 11:37:36.951,INVALID,84f8cfb131a4faeb,33B,f2d45816d36d1382,+91-8770XXXX62,True
B1287,P1440,SJ098,2025-12-13 11:37:36.951,CANCELLED,d0ad57a3e092b381,5F,91a3edafefcb701b,+91-9573XXXX30,False
B1288,P1944,6F058,2025-12-11 11:37:36.951,PENDING,cf6420049699c095,18C,4419ca9c55ae3d11,+91-8819XXXX65,False
B1289,P1171,SJ030,2026-03-23 11:37:36.951,PENDING,20a098f499933f23,24F,d820709cb1fbe834,+91-6610XXXX17,False
B1290,P1230,UK175,2025-07-26 11:37:36.951,CANCELLED,6562c6a0631269a2,16F,33a0b02d73ec847f,+91-6257XXXX69,False
B1291,P1719,SJ108,2026-04-01 11:37:36.951,PENDING,6789dad56902b2f7,28E,74b2116f97973469,+91-7920XXXX72,False
B1292,P1074,6F075,2025-08-03 11:37:36.951,CONFIRMED,45827e5300d1c9f7,7C,ecf8c892c7f3c8cb,+91-9831XXXX79,False
B1293,P1269,UK222,2025-08-31 11:37:36.951,CONFIRMED,4a648cb825ccabcf,25F,2a674dbc451a0a17,+91-8287XXXX45,False
B1294,P1898,6F250,2025-07-13 11:37:36.951,CANCELLED,fb5fb5cdd0c193d7,34B,6f3443d285dfc6e0,+91-7709XXXX02,False
B1295,P1625,AI096,2025-12-29 11:37:36.951,CANCELLED,4c7280a184feb900,14B,bba632beafe9b2c7,+91-6864XXXX53,False
B1296,P1061,AI216,2025-12-23 11:37:36.951,CANCELLED,3c363f110c2ba98b,1B,754aee88eace8a41,+91-7288XXXX33,False
B1297,P1873,6F193,2026-01-23 11:37:36.951,PENDING,a243c7d30a2d3e5e,8A,d07eb4f869a4081c,+91-6645XXXX61,False
B1298,P1319,SJ194,2026-01-02 11:37:36.951,PENDING,53a50e6d6fbd117d,6C,77559c717ede685b,+91-7500XXXX09,False
B1299,P1101,SJ020,2025-09-11 11:37:36.951,CONFIRMED,ad07e4c1a2e1e27d,16F,2e10b36f987695b1,+91-6733XXXX17,False
B1300,P1428,6F070,2025-06-14 11:37:36.951,PENDING,4b8aeeac8974644e,21C,a9002f3f2b93de97,+91-9732XXXX21,False
B1301,P1873,AI051,2025-09-03 11:37:36.951,CONFIRMED,f3e145543fc2f2b5,12A,8c0a038cf956f6a8,+91-8977XXXX69,False
B1302,P1721,UK219,2025-12-27 11:37:36.951,PENDING,4e9dbde8059924e4,3D,20ed22fecaf97ad7,+91-9817XXXX89,False
B1303,P1953,AI235,2025-12-13 11:37:36.951,CONFIRMED,7f3c370b6182dc93,20A,c823ce391e8da85a,+91-6855XXXX68,False
B1304,P1254,6F022,2025-12-13 11:37:36.951,INVALID,d819620c370acbad,18E,4723b56b702b87fe,+91-9145XXXX00,True
B1305,P1531,SJ114,2025-09-28 11:37:36.951,PENDING,c744d40395f49146,13C,4b72d0f43356b208,+91-7505XXXX03,False
B1306,P1569,SJ076,2025-12-01 11:37:36.951,CONFIRMED,76f4b5fe9bcad1dc,30A,7c4feb9713c1fe7b,+91-7679XXXX50,False
B1307,P1111,UK227,2026-01-26 11:37:36.951,PENDING,c961310afe5ede5c,32E,5504d0fd2ddfe358,+91-6490XXXX14,False
B1308,P1984,UK135,2025-07-22 11:37:36.951,CANCELLED,46de763927636202,30D,b87ab4e39fa07ab0,+91-6844XXXX87,False
B1309,P1312,AI234,2025-05-06 11:37:36.951,CONFIRMED,43a7108ac3d25ae3,30F,71d24964627a43b2,+91-7508XXXX77,False
B1310,P1997,6F113,2025-08-20 11:37:36.951,PENDING,e4d51e815b462369,5D,ba991944c7b5448f,+91-8460XXXX22,False
B1311,P1460,SJ206,2025-11-16 11:37:36.951,PENDING,1cee817007525265,9D,e52467364c5aaff4,+91-8513XXXX88,False
B1312,P1707,AI015,2026-03-29 11:37:36.951,UNKNOWN,54dbbee8b392680f,6E,7a4a50791b45fc99,+91-9247XXXX41,False
B1313,P1886,6F260,2025-05-16 11:37:36.951,CANCELLED,e953b33cf9384fba,33E,90459e919e27c1f7,+91-6582XXXX60,False
B1314,P1461,AI061,2025-04-28 11:37:36.951,CONFIRMED,d52cef85019ee3c8,19C,4be7bc925193cc81,+91-9994XXXX84,False
B1315,P1864,6F237,2026-03-26 11:37:36.951,PENDING,a35372487d7caabf,9C,1509ec76abe2d55e,+91-9991XXXX62,False
B1316,P1091,SJ099,2026-01-06 11:37:36.951,PENDING,68643d6f750ac078,27C,4df3d6d68552a943,+91-6593XXXX68,False
B1317,P1051,SJ146,2026-02-24 11:37:36.951,CANCELLED,9fc6e045b91323cf,21F,4b120a8c32832587,+91-8105XXXX73,False
B1318,P1804,SJ146,2025-05-23 11:37:36.951,CANCELLED,e1be81bbf1772cb9,29B,414f83fda6904086,+91-6246XXXX23,False
B1319,P1519,6F071,2025-05-04 11:37:36.951,CONFIRMED,af60f11c30a9cf0d,4C,79e8590d1b393ca0,+91-6198XXXX58,False
B1320,P1811,6F272,2025-08-13 11:37:36.951,PENDING,7498d17c18308f73,6C,99d2d47d7c004654,+91-7558XXXX02,False
B1321,P1097,SJ029,2026-02-12 11:37:36.951,PENDING,ba2e280d53a8f180,13A,5e664fd6ddfbc68d,+91-6596XXXX66,False
B1322,P1235,UK084,2025-07-27 11:37:36.951,CONFIRMED,e49330e45f5af0ca,6E,3a5788bc8f1edcfb,+91-8703XXXX43,False
B1323,P1900,SJ048,2026-02-06 11:37:36.951,CONFIRMED,4ef1b6dca3917326,14D,f7b1bdbfd2313070,+91-8241XXXX87,False
B1324,P1373,AI108,2026-02-04 11:37:36.951,CANCELLED,c2011d7ab0081054,33B,eef7c720280b96fa,+91-9317XXXX40,False
B1325,P1580,SJ134,2025-08-11 11:37:36.951,CANCELLED,cd208d76a1811a07,3B,44043e947b98377d,+91-8931XXXX47,False
B1326,P1926,UK146,2025-10-31 11:37:36.951,CONFIRMED,d67c63c5a55d5c22,14F,79311dd773b3dccd,+91-8570XXXX83,False
B1327,P1556,SJ036,2025-09-24 11:37:36.951,CONFIRMED,f95b44b615c37c26,26C,4f493573bdae1bea,+91-9141XXXX62,False
B1328,P1648,6F202,2025-11-01 11:37:36.951,PENDING,c68fa386bc669fae,33B,8e29abbb3e218672,+91-8289XXXX58,False
B1329,P1233,UK041,2026-02-13 11:37:36.951,CONFIRMED,8ee85f902ba9b8c9,22C,e4d469e33bacd9a8,+91-6578XXXX43,False
B1330,P1031,6F078,2025-12-06 11:37:36.951,CONFIRMED,6810f59747b98ea8,23A,4dad3e9c607f1668,+91-8526XXXX56,False
B1331,P1288,AI097,2025-07-03 11:37:36.951,PENDING,e671ba05b5ba06ec,22C,73475ecc0f98b8cf,+91-6145XXXX83,False
B1332,P1637,UK159,2026-01-15 11:37:36.951,CONFIRMED,191673ce599d5de8,7D,937ec146a2052e1e,+91-9201XXXX08,False
B1333,P1578,UK044,2025-09-06 11:37:36.951,CANCELLED,a13c0f17374df268,12B,2c8af911b464035f,+91-6536XXXX45,False
B1334,P1541,6F176,2025-09-27 11:37:36.951,CANCELLED,77dc459e1e1c5f81,6F,7f54422edb698cfa,+91-7295XXXX58,False
B1335,P1113,SJ221,2026-02-11 11:37:36.951,PENDING,50478348a57b1676,4A,88b2ec2743b583a4,+91-8219XXXX80,False
B1336,P1203,6F112,2025-07-03 11:37:36.951,CONFIRMED,1a24b6c399f7c2eb,22A,72265c12dab36ad8,+91-9403XXXX59,False
B1337,P1028,6F246,2025-10-20 11:37:36.951,INVALID,3b923655992703d1,4C,97fe93f3a782695f,+91-8791XXXX46,True
B1338,P1642,6F014,2026-02-21 11:37:36.951,CANCELLED,86d7bfdbd4736dff,14C,d7e247700f8ab5d5,+91-6318XXXX53,False
B1339,P1473,AI237,2025-09-17 11:37:36.951,CANCELLED,7701c44d47069b64,28A,5a270c40a212f064,+91-8169XXXX37,False
B1340,P1696,6F003,2025-12-14 11:37:36.951,CANCELLED,b0a093ea1620192f,12E,ac18be15aa965fc6,+91-8471XXXX23,False
B1341,P1252,6F249,2025-07-04 11:37:36.951,CONFIRMED,be32624315b259fa,5A,1bb85f63ae9aa5c9,+91-6537XXXX75,False
B1342,P1797,UK149,2025-04-29 11:37:36.951,CONFIRMED,2b091a7a5b5e1502,4A,d9d532ee6d2a57d8,+91-9870XXXX09,False
B1343,P1904,SJ163,2026-03-08 11:37:36.951,CONFIRMED,b998ef8c514effeb,9F,b50d029717d86c31,+91-7811XXXX04,False
B1344,P1921,SJ243,2026-03-28 11:37:36.951,CONFIRMED,88fafc95f7cb88de,1D,9c5a7d7c58190e36,+91-9592XXXX45,False
B1345,P1385,UK113,2025-06-06 11:37:36.951,CANCELLED,3870b7f7710dd0a9,1A,2067e4f988348f92,+91-9328XXXX22,False
B1346,P1061,AI071,2025-06-07 11:37:36.951,PENDING,db498b3edecc3b07,30E,b7048ccbe9b259a2,+91-8297XXXX06,False
B1347,P1514,6F271,2026-02-07 11:37:36.951,PENDING,ad710f6aeb705fd8,22A,817c83fb10df4249,+91-6116XXXX79,False
B1348,P1429,SJ015,2025-06-05 11:37:36.951,CANCELLED,cd5cde4c765a14b8,27E,efcfb3907a71219b,+91-8360XXXX96,False
B1349,P1579,UK047,2025-11-19 11:37:36.951,CANCELLED,fc16b4f02d8d94ad,9E,fc7609cad26c5e7c,+91-6402XXXX33,False
B1350,P1536,UK020,2026-02-04 11:37:36.951,PENDING,7ede4dd133cc3919,12A,3fc899c03c585a20,+91-7737XXXX91,False
B1351,P1690,AI122,2025-09-03 11:37:36.951,PENDING,1b37fa7dd15b03a6,27F,b84b4de0bac71691,+91-7956XXXX83,False
B1352,P1140,UK223,2025-10-20 11:37:36.951,CANCELLED,0219e0bf636c6fb9,17D,62038a5a22fa250f,+91-9126XXXX84,False
B1353,P1742,6F148,2025-09-19 11:37:36.951,CANCELLED,1978819e00f81779,15F,be7da24855976477,+91-6294XXXX44,False
B1354,P1299,SJ162,2025-12-14 11:37:36.951,CONFIRMED,d417247539e13921,34A,01a79e30ada7f8ae,+91-9876XXXX13,False
B1355,P1674,6F127,2026-03-30 11:37:36.951,CONFIRMED,192402f1180dd00f,28B,98b68355c010a7c9,+91-8456XXXX13,False
B1356,P1310,AI173,2025-11-10 11:37:36.951,PENDING,cc0e7a41125da617,11F,7bd7e347d68687c2,+91-6509XXXX60,False
B1357,P1470,6F065,2026-02-05 11:37:36.951,UNKNOWN,eb11efd421ec3a8c,14A,91f49be831f591a3,+91-9753XXXX23,False
B1358,P1392,AI053,2025-06-22 11:37:36.951,PENDING,2c9d8678c92ee95c,20A,5c2b9192b70e4210,+91-6651XXXX60,False
B1359,P1641,AI241,2025-10-22 11:37:36.951,CONFIRMED,aab54b5fc4a11516,14E,cac9dc6071c3b08e,+91-8676XXXX71,False
B1360,P1444,AI105,2025-06-15 11:37:36.951,UNKNOWN,ec2c2bcef965c37e,18D,c98b00a0403af091,+91-8803XXXX17,False
B1361,P1757,AI110,2025-08-24 11:37:36.951,PENDING,ca47945a98c8c925,13F,43aafbd440ded395,+91-6822XXXX21,False
B1362,P1808,AI252,2025-10-22 11:37:36.951,CONFIRMED,fedd41f3a90cfc37,15B,76a13ab1d9c73bbc,+91-7869XXXX51,False
B1363,P1171,AI149,2025-12-14 11:37:36.951,CANCELLED,6df144136e60a4e9,3B,c4860d63920be39a,+91-6548XXXX15,False
B1364,P1575,AI224,2025-09-09 11:37:36.951,PENDING,a453934676d78dc8,23F,be9d8834a9e63959,+91-7989XXXX79,False
B1365,P1030,UK158,2025-07-03 11:37:36.951,CANCELLED,5cff570cf7f449fd,15B,bbe541385e6ce667,+91-6834XXXX03,False
B1366,P1046,6F125,2025-05-05 11:37:36.951,CANCELLED,77e93e7494c5e1dd,25E,d642563f833d2ea2,+91-6270XXXX52,False
B1367,P1129,UK164,2025-12-14 11:37:36.951,CONFIRMED,7ede8754cbb71c29,18A,ee39e5f1e2242846,+91-9520XXXX57,False
B1368,P1351,UK007,2025-12-26 11:37:36.951,CANCELLED,251f9c68ff9f690a,1E,4ba6d3c148a3021f,+91-6493XXXX14,False
B1369,P1977,6F118,2026-03-18 11:37:36.951,PENDING,4a785e1c65ace696,15F,80ea3760c33b7204,+91-9264XXXX76,False
B1370,P1844,SJ004,2026-01-01 11:37:36.951,CANCELLED,98e39b47c5cfa234,19C,98cd948de18c86ec,+91-8804XXXX21,False
B1371,P1621,6F206,2025-09-25 11:37:36.951,CANCELLED,a4461a8296e7e4c3,15E,fee62b2c75f19b3d,+91-9469XXXX02,False
B1372,P1580,SJ130,2025-05-11 11:37:36.951,CANCELLED,8226f3cf305565d3,11D,6290deb6c171e135,+91-7565XXXX17,False
B1373,P1057,SJ070,2026-02-14 11:37:36.951,CANCELLED,3b80621dba7ff8c2,22F,e3df320d86c664eb,+91-8386XXXX04,False
B1374,P1105,AI085,2025-04-24 11:37:36.951,CANCELLED,f96dcadb95c957c0,7F,965006c67b9bd671,+91-9258XXXX23,False
B1375,P1811,SJ109,2025-09-02 11:37:36.951,CONFIRMED,f3e032ad1c53a4cd,15B,e46e29f55db30f83,+91-8964XXXX62,False
B1376,P1329,AI168,2025-08-24 11:37:36.951,PENDING,d2537d6d8427c2cd,16B,74a56797b90e1ed4,+91-7379XXXX34,False
B1377,P1767,UK123,2025-10-24 11:37:36.951,CONFIRMED,46a8297a8c056213,26A,78fcad7142b3c2a2,+91-8871XXXX32,False
B1378,P1823,UK110,2026-01-16 11:37:36.951,PENDING,8dc2667c3c089f99,30D,1209f34927c7fad7,+91-8874XXXX35,False
